Application Date,Country,YOE,Seniority,Technology,Code Challenge Score,Technical Interview Score,approved
2021-01-11,Central African Republic,24,Trainee,System Administration,8,9,True
2021-11-22,Ukraine,23,Senior,System Administration,1,0,False
2018-10-29,Holy See (Vatican City State),19,Intern,Business Intelligence,4,9,False
2020-01-24,Portugal,24,Architect,Security,5,8,False
2022-03-23,Philippines,14,Senior,Development - Frontend,3,9,False
2021-10-31,Ukraine,30,Trainee,Technical Writing,6,2,False
2022-04-03,Slovakia (Slovak Republic),30,Intern,Salesforce,10,2,False
2020-05-01,Nigeria,26,Senior,Social Media Community Management,9,8,True
2020-01-18,Lebanon,17,Intern,Game Development,6,2,False
2020-07-10,Papua New Guinea,10,Mid-Level,Data Engineer,8,7,False
2019-04-06,Myanmar,4,Trainee,Design,1,6,False
2020-09-12,Brazil,1,Lead,Development - FullStack,5,4,False
2018-08-30,Antigua and Barbuda,7,Trainee,Adobe Experience Manager,10,2,False
2022-05-19,Ireland,10,Junior,QA Automation,4,9,False
2021-01-29,Nigeria,15,Trainee,Development - Frontend,0,1,False
2021-09-03,Iraq,12,Architect,QA Manual,0,7,False
2022-05-07,Macao,18,Intern,Business Analytics / Project Management,7,3,False
2020-05-01,Germany,28,Intern,Game Development,7,4,False
2018-03-10,Antarctica (the territory South of 60 deg S),22,Lead,Client Success,2,6,False
2020-09-11,Norway,6,Junior,Security Compliance,0,4,False
2020-12-05,Cape Verde,18,Intern,Data Engineer,9,8,True
2021-05-02,Morocco,4,Junior,Design,8,2,False
2021-07-16,Philippines,28,Junior,DevOps,8,1,False
2021-04-04,New Zealand,10,Junior,Game Development,1,1,False
2019-06-08,Australia,0,Architect,Security Compliance,3,8,False
2020-01-08,Taiwan,9,Architect,Business Analytics / Project Management,8,0,False
2021-08-08,Bangladesh,10,Architect,Business Analytics / Project Management,1,2,False
2019-10-27,Rwanda,9,Intern,Development - CMS Backend,4,0,False
2020-02-23,Antarctica (the territory South of 60 deg S),12,Junior,Development - CMS Backend,1,1,False
2021-04-11,Antigua and Barbuda,18,Intern,Mulesoft,9,2,False
2019-01-14,Kuwait,8,Lead,Social Media Community Management,8,4,False
2018-11-29,Monaco,2,Senior,Development - CMS Backend,0,4,False
2021-11-09,Malta,24,Intern,Game Development,10,6,False
2018-09-09,Holy See (Vatican City State),28,Senior,Game Development,5,10,False
2021-07-02,Nepal,23,Intern,QA Automation,10,8,True
2018-09-18,Austria,20,Mid-Level,Database Administration,4,0,False
2019-03-25,Israel,24,Lead,Development - Backend,10,10,True
2021-08-02,Lebanon,29,Lead,Development - Frontend,5,8,False
2021-12-18,United States Minor Outlying Islands,10,Trainee,QA Manual,8,3,False
2021-02-12,Pitcairn Islands,20,Intern,Data Engineer,1,10,False
2020-02-24,Belize,26,Intern,Salesforce,10,3,False
2018-07-01,Guinea-Bissau,3,Senior,QA Automation,0,4,False
2020-11-28,Trinidad and Tobago,14,Trainee,Game Development,1,4,False
2020-02-01,Germany,18,Trainee,Business Analytics / Project Management,1,3,False
2021-05-31,Tajikistan,16,Trainee,QA Manual,1,1,False
2021-08-09,Macao,17,Senior,Mulesoft,9,3,False
2020-08-20,Macao,5,Architect,Business Analytics / Project Management,10,7,False
2020-03-17,Solomon Islands,1,Lead,Development - FullStack,2,10,False
2018-03-06,Isle of Man,20,Lead,Development - CMS Backend,4,9,False
2022-06-30,Croatia,18,Intern,Data Engineer,5,8,False
2020-08-28,Maldives,25,Architect,Game Development,7,5,False
2018-07-18,Austria,11,Junior,Game Development,6,0,False
2019-06-19,New Zealand,7,Mid-Level,Game Development,0,4,False
2019-01-08,Bouvet Island (Bouvetoya),15,Mid-Level,Development - FullStack,6,9,False
2021-10-15,Taiwan,25,Junior,Salesforce,1,3,False
2020-09-08,Anguilla,0,Intern,Design,4,0,False
2020-08-15,Finland,2,Trainee,Design,2,4,False
2018-04-10,Falkland Islands (Malvinas),22,Architect,Design,10,6,False
2019-04-14,Belarus,12,Lead,Client Success,5,1,False
2020-04-17,Seychelles,29,Senior,Salesforce,8,1,False
2022-04-09,Togo,24,Trainee,Sales,4,2,False
2022-03-24,Wallis and Futuna,24,Lead,System Administration,4,6,False
2020-08-22,Taiwan,19,Junior,Mulesoft,5,8,False
2020-02-28,India,21,Intern,DevOps,8,9,True
2019-08-23,Paraguay,2,Architect,Data Engineer,4,0,False
2019-07-03,Ethiopia,4,Lead,Design,10,1,False
2021-10-17,Anguilla,5,Architect,Development - Frontend,4,8,False
2018-07-01,Togo,1,Junior,Development - FullStack,6,2,False
2018-01-23,Netherlands Antilles,19,Trainee,Security Compliance,8,8,True
2021-01-30,Guam,29,Trainee,Client Success,4,8,False
2018-12-17,Brunei Darussalam,4,Mid-Level,Adobe Experience Manager,7,9,False
2020-05-09,Fiji,23,Trainee,Mulesoft,1,2,False
2019-05-30,Paraguay,21,Intern,Security,0,1,False
2018-09-19,Uganda,4,Junior,Data Engineer,4,9,False
2020-06-16,Chile,20,Intern,DevOps,8,10,True
2022-01-21,Turkey,17,Intern,QA Manual,2,6,False
2020-09-26,Mozambique,17,Mid-Level,Security Compliance,0,7,False
2022-01-22,Antarctica (the territory South of 60 deg S),18,Mid-Level,Salesforce,5,7,False
2019-04-03,Georgia,14,Trainee,Development - Backend,10,1,False
2020-05-25,Montserrat,4,Mid-Level,Database Administration,10,7,False
2021-03-27,Japan,28,Senior,Social Media Community Management,6,6,False
2018-09-21,San Marino,12,Architect,System Administration,3,8,False
2018-10-04,Norfolk Island,13,Architect,Technical Writing,8,2,False
2021-01-30,Kenya,19,Senior,Development - CMS Backend,9,4,False
2019-02-26,Philippines,23,Junior,DevOps,1,4,False
2018-12-30,Tuvalu,15,Trainee,QA Manual,9,10,True
2021-02-09,Iceland,5,Junior,Business Analytics / Project Management,10,1,False
2022-06-08,Angola,7,Junior,Client Success,1,0,False
2020-05-02,Swaziland,3,Mid-Level,Development - CMS Backend,5,2,False
2021-04-04,Italy,21,Senior,DevOps,5,3,False
2018-06-20,Pakistan,17,Trainee,Salesforce,8,3,False
2019-06-22,Malta,3,Trainee,DevOps,1,5,False
2021-05-22,Equatorial Guinea,27,Trainee,Game Development,8,4,False
2018-12-06,Singapore,22,Trainee,DevOps,3,3,False
2019-10-04,United States of America,23,Senior,Technical Writing,2,5,False
2020-12-18,Oman,13,Senior,DevOps,8,1,False
2020-01-30,Hong Kong,10,Trainee,Development - Frontend,1,7,False
2022-01-22,Trinidad and Tobago,17,Trainee,Technical Writing,1,2,False
2021-12-05,Trinidad and Tobago,20,Senior,Security,5,8,False
2020-11-17,Italy,9,Mid-Level,Game Development,10,7,False
2018-02-22,Svalbard & Jan Mayen Islands,30,Senior,Social Media Community Management,1,0,False
2020-06-08,Montserrat,13,Architect,Security Compliance,8,0,False
2019-11-01,Mayotte,4,Mid-Level,DevOps,9,4,False
2018-03-04,Marshall Islands,4,Intern,Development - Backend,4,3,False
2019-05-01,Austria,26,Lead,Business Intelligence,4,6,False
2020-07-02,Chile,13,Senior,DevOps,4,6,False
2018-05-18,Canada,3,Lead,Development - CMS Backend,4,7,False
2021-04-23,San Marino,19,Architect,Development - CMS Backend,8,2,False
2018-04-27,Belize,11,Trainee,Development - CMS Backend,5,4,False
2020-04-03,Palau,28,Mid-Level,DevOps,4,7,False
2018-09-12,Mali,17,Intern,Design,3,6,False
2019-12-17,Hong Kong,10,Junior,Salesforce,0,6,False
2018-04-05,Macedonia,24,Trainee,Database Administration,1,2,False
2019-05-03,Argentina,2,Intern,Game Development,10,6,False
2021-03-13,Ecuador,20,Mid-Level,DevOps,10,0,False
2022-01-01,Costa Rica,27,Junior,Development - FullStack,5,1,False
2022-04-05,Tonga,8,Junior,Game Development,6,1,False
2022-06-14,Niger,21,Intern,Salesforce,2,5,False
2021-08-17,Netherlands Antilles,18,Intern,Mulesoft,7,9,False
2021-08-17,Kazakhstan,13,Mid-Level,Security,10,7,False
2020-02-14,Holy See (Vatican City State),12,Trainee,Development - FullStack,8,5,False
2020-01-23,Republic of Korea,14,Senior,Game Development,8,9,True
2022-04-03,Antarctica (the territory South of 60 deg S),4,Trainee,DevOps,4,4,False
2021-08-13,Guadeloupe,22,Lead,DevOps,10,2,False
2020-01-04,Tuvalu,26,Senior,Adobe Experience Manager,7,4,False
2018-09-23,Norfolk Island,21,Intern,Business Intelligence,10,0,False
2021-05-11,Tanzania,21,Junior,System Administration,1,0,False
2021-09-18,Jersey,23,Architect,Database Administration,2,9,False
2018-11-16,Vanuatu,12,Mid-Level,DevOps,6,2,False
2021-10-05,Wallis and Futuna,25,Junior,Business Intelligence,0,1,False
2020-10-09,Georgia,15,Mid-Level,Development - FullStack,8,6,False
2022-02-16,Djibouti,2,Architect,DevOps,10,7,False
2018-01-09,Guernsey,16,Architect,Security,8,6,False
2019-08-31,Albania,22,Junior,Data Engineer,3,3,False
2018-09-06,Bahamas,0,Architect,Salesforce,8,1,False
2018-07-20,Netherlands Antilles,21,Architect,Salesforce,6,0,False
2020-09-11,Cayman Islands,2,Junior,Sales,9,10,True
2018-09-08,Faroe Islands,12,Junior,Adobe Experience Manager,5,4,False
2018-02-18,Zambia,7,Architect,Social Media Community Management,9,2,False
2021-03-02,Mongolia,25,Lead,Security Compliance,6,5,False
2019-04-12,Pakistan,8,Trainee,QA Automation,10,8,True
2018-09-29,Serbia,4,Trainee,Business Intelligence,9,2,False
2018-04-03,Guyana,23,Mid-Level,QA Manual,5,6,False
2018-02-02,Saint Barthelemy,14,Lead,Development - CMS Backend,4,10,False
2022-04-05,Uganda,16,Architect,Security Compliance,6,4,False
2019-12-08,United Kingdom,19,Mid-Level,Game Development,6,6,False
2019-11-02,Saint Martin,16,Intern,Game Development,3,6,False
2018-07-14,Hungary,21,Intern,Client Success,9,5,False
2021-10-29,Namibia,23,Architect,Development - CMS Frontend,1,3,False
2020-05-18,Costa Rica,2,Senior,DevOps,10,6,False
2018-02-14,Anguilla,28,Lead,Database Administration,5,4,False
2019-02-16,Bangladesh,28,Junior,QA Manual,2,5,False
2021-06-02,Israel,4,Junior,Database Administration,4,5,False
2019-10-10,Turkey,21,Lead,Technical Writing,3,6,False
2020-03-05,Mauritius,23,Mid-Level,Database Administration,7,6,False
2021-03-04,Moldova,27,Senior,Adobe Experience Manager,6,5,False
2020-02-01,Senegal,25,Mid-Level,Technical Writing,8,3,False
2018-05-13,Ghana,12,Trainee,DevOps,1,7,False
2021-10-25,Brunei Darussalam,29,Mid-Level,DevOps,1,10,False
2021-06-06,Papua New Guinea,10,Architect,Game Development,5,6,False
2019-07-18,Nicaragua,10,Architect,Salesforce,9,6,False
2020-12-17,New Caledonia,4,Trainee,Database Administration,3,1,False
2019-09-16,Armenia,21,Senior,DevOps,3,7,False
2018-03-02,Holy See (Vatican City State),16,Architect,Development - FullStack,10,9,True
2020-02-16,Finland,28,Architect,Security Compliance,8,10,True
2021-09-15,Guinea,9,Mid-Level,Security Compliance,9,5,False
2018-11-17,Saint Vincent and the Grenadines,7,Junior,Development - Frontend,5,0,False
2021-08-18,Ethiopia,30,Junior,DevOps,2,3,False
2019-02-18,Iceland,6,Architect,Development - Frontend,7,3,False
2020-02-22,Russian Federation,29,Trainee,System Administration,0,8,False
2019-03-25,Romania,5,Architect,Social Media Community Management,8,4,False
2018-06-15,San Marino,26,Senior,Data Engineer,5,9,False
2021-08-04,Montserrat,6,Lead,Sales,5,4,False
2018-02-17,Vanuatu,18,Lead,Social Media Community Management,9,7,False
2021-12-23,Netherlands Antilles,6,Mid-Level,Security,8,5,False
2020-06-15,Puerto Rico,5,Lead,Development - Backend,4,2,False
2021-09-10,Chad,30,Lead,Database Administration,3,2,False
2019-03-02,Yemen,5,Mid-Level,Development - FullStack,1,5,False
2021-06-09,Mauritius,26,Lead,Database Administration,3,5,False
2018-11-30,Bulgaria,1,Architect,Development - CMS Frontend,10,2,False
2019-06-30,Botswana,2,Junior,Development - CMS Frontend,8,4,False
2020-12-22,Fiji,3,Intern,DevOps,8,0,False
2022-06-20,Yemen,3,Trainee,Security,3,2,False
2018-11-18,Norway,2,Lead,Technical Writing,9,9,True
2020-07-01,Rwanda,19,Lead,Business Intelligence,10,1,False
2020-03-07,Nicaragua,1,Junior,QA Automation,8,5,False
2022-06-16,Burundi,2,Trainee,Development - CMS Backend,8,3,False
2021-04-22,Faroe Islands,28,Junior,Data Engineer,9,8,True
2019-10-22,Zambia,23,Senior,Game Development,4,5,False
2018-10-27,Aruba,9,Architect,Social Media Community Management,6,7,False
2022-01-02,Brunei Darussalam,23,Mid-Level,Sales,2,10,False
2019-06-20,Ghana,4,Junior,Design,2,1,False
2018-10-08,Vietnam,17,Senior,System Administration,1,9,False
2020-07-27,Cook Islands,16,Trainee,Security Compliance,3,3,False
2022-03-09,Papua New Guinea,25,Senior,System Administration,0,3,False
2021-02-07,Armenia,8,Mid-Level,Development - CMS Frontend,2,5,False
2022-02-20,Eritrea,22,Mid-Level,System Administration,1,9,False
2018-09-13,Tokelau,10,Trainee,Game Development,0,1,False
2018-10-04,Hungary,14,Lead,DevOps,5,9,False
2020-04-26,Gibraltar,19,Trainee,Development - CMS Frontend,10,5,False
2019-05-16,Bahrain,12,Lead,Security,3,4,False
2020-02-26,Kazakhstan,12,Architect,Security Compliance,4,10,False
2021-02-26,Suriname,8,Trainee,Security Compliance,10,6,False
2021-10-25,American Samoa,11,Intern,Development - Frontend,3,10,False
2020-03-27,Jamaica,11,Mid-Level,Business Intelligence,7,0,False
2020-01-29,Bolivia,18,Senior,Database Administration,4,0,False
2022-02-17,Comoros,17,Trainee,Business Intelligence,9,3,False
2021-07-27,Sao Tome and Principe,23,Senior,Development - CMS Frontend,4,1,False
2021-01-19,Guinea,12,Junior,Development - CMS Frontend,3,1,False
2018-08-08,Saint Pierre and Miquelon,18,Intern,Client Success,4,4,False
2018-06-19,Russian Federation,9,Junior,Client Success,7,3,False
2019-06-08,Denmark,6,Senior,Development - Frontend,5,7,False
2022-02-28,Spain,26,Trainee,Development - CMS Frontend,1,0,False
2022-05-26,Cyprus,9,Architect,Design,7,6,False
2019-12-16,South Georgia and the South Sandwich Islands,8,Lead,Mulesoft,5,1,False
2018-06-01,Iceland,24,Intern,DevOps,1,5,False
2020-03-09,Pitcairn Islands,28,Junior,Technical Writing,5,2,False
2022-05-07,Israel,2,Senior,Business Analytics / Project Management,10,6,False
2018-04-12,Chad,18,Senior,Data Engineer,3,6,False
2020-08-11,Indonesia,22,Senior,Mulesoft,8,6,False
2021-04-24,Monaco,28,Architect,Client Success,5,4,False
2022-04-14,Trinidad and Tobago,24,Architect,Business Analytics / Project Management,7,8,False
2018-06-02,Isle of Man,4,Trainee,Game Development,6,4,False
2020-05-18,Spain,8,Intern,Development - CMS Frontend,9,5,False
2021-10-17,Slovakia (Slovak Republic),18,Intern,Security,1,3,False
2018-06-28,Paraguay,22,Trainee,QA Manual,5,5,False
2022-06-26,Cocos (Keeling) Islands,1,Lead,Database Administration,6,2,False
2019-03-23,Norfolk Island,1,Lead,Business Intelligence,4,10,False
2019-11-30,Central African Republic,14,Architect,Business Analytics / Project Management,3,0,False
2022-06-27,Belize,12,Trainee,Social Media Community Management,1,9,False
2020-08-03,Romania,16,Lead,Development - Frontend,6,9,False
2021-04-11,Guatemala,22,Architect,Development - Frontend,9,7,False
2021-08-23,Armenia,8,Trainee,Technical Writing,9,8,True
2019-12-16,Spain,24,Trainee,QA Automation,7,2,False
2021-05-11,Bouvet Island (Bouvetoya),9,Mid-Level,Mulesoft,8,9,True
2020-08-29,Yemen,16,Lead,Salesforce,10,9,True
2018-10-30,Bosnia and Herzegovina,3,Senior,Adobe Experience Manager,0,6,False
2022-05-17,Pitcairn Islands,23,Trainee,DevOps,6,4,False
2018-09-20,United Kingdom,15,Lead,QA Manual,6,4,False
2021-06-05,Algeria,10,Senior,Design,6,7,False
2018-08-05,Dominican Republic,25,Mid-Level,Development - CMS Frontend,6,3,False
2018-08-03,Niue,13,Architect,QA Automation,0,10,False
2020-08-29,Switzerland,9,Mid-Level,System Administration,10,7,False
2022-03-21,Mali,11,Senior,Security Compliance,7,3,False
2018-04-06,Grenada,23,Mid-Level,Development - CMS Backend,10,8,True
2021-11-02,France,5,Trainee,Salesforce,7,10,False
2021-07-20,Lao People's Democratic Republic,2,Intern,Database Administration,10,8,True
2021-01-17,Chad,1,Junior,Salesforce,6,3,False
2021-02-28,Anguilla,1,Intern,System Administration,6,8,False
2018-10-28,Sweden,18,Intern,Adobe Experience Manager,6,1,False
2022-02-26,Nigeria,30,Senior,Database Administration,6,6,False
2019-07-13,Afghanistan,22,Trainee,Game Development,0,6,False
2018-07-19,Belgium,18,Senior,Development - FullStack,5,3,False
2021-08-26,Guam,6,Trainee,Design,5,6,False
2019-07-13,Lithuania,4,Mid-Level,Game Development,10,0,False
2022-03-21,United Kingdom,21,Mid-Level,Security,5,0,False
2020-03-08,Christmas Island,27,Intern,Game Development,6,1,False
2020-08-13,Singapore,22,Junior,System Administration,8,3,False
2018-08-25,Cocos (Keeling) Islands,24,Junior,Design,9,1,False
2021-10-11,Congo,8,Intern,Client Success,10,9,True
2018-05-07,Nicaragua,5,Junior,Business Analytics / Project Management,1,3,False
2020-11-25,Senegal,18,Mid-Level,Development - CMS Frontend,10,3,False
2020-06-19,Saint Pierre and Miquelon,10,Junior,Security,6,6,False
2021-07-06,Lao People's Democratic Republic,14,Architect,DevOps,1,1,False
2021-03-01,Bosnia and Herzegovina,16,Senior,Mulesoft,9,0,False
2020-08-09,United Kingdom,20,Senior,Development - Frontend,1,3,False
2020-02-11,Tuvalu,10,Architect,Development - Backend,9,7,False
2019-06-27,Hong Kong,27,Trainee,DevOps,4,5,False
2022-05-25,Portugal,8,Intern,Database Administration,9,10,True
2020-02-20,Panama,20,Lead,Game Development,9,8,True
2018-07-18,Chile,13,Mid-Level,Development - CMS Backend,3,0,False
2020-07-21,Saudi Arabia,6,Trainee,Game Development,2,1,False
2019-01-21,Madagascar,14,Mid-Level,Social Media Community Management,4,1,False
2019-05-08,Ukraine,19,Lead,Development - CMS Frontend,1,2,False
2020-12-29,Pitcairn Islands,20,Junior,Technical Writing,4,1,False
2019-07-03,Luxembourg,5,Junior,Social Media Community Management,3,10,False
2019-02-08,Puerto Rico,10,Lead,Salesforce,0,7,False
2020-12-01,Andorra,25,Junior,Client Success,7,1,False
2020-06-14,Morocco,16,Intern,Game Development,0,8,False
2020-03-18,Democratic People's Republic of Korea,26,Mid-Level,Social Media Community Management,7,10,False
2018-02-18,Montserrat,17,Architect,Development - CMS Frontend,4,9,False
2022-03-27,Cambodia,20,Trainee,Business Intelligence,2,3,False
2018-06-07,Hong Kong,14,Trainee,DevOps,1,2,False
2020-07-21,Mexico,29,Intern,Development - FullStack,1,4,False
2020-05-03,Saint Pierre and Miquelon,3,Junior,Database Administration,4,2,False
2020-11-02,Papua New Guinea,11,Architect,QA Automation,9,9,True
2020-05-30,Guinea,15,Lead,QA Manual,4,1,False
2019-02-20,United Kingdom,1,Junior,DevOps,3,3,False
2020-12-24,Dominica,20,Junior,Business Analytics / Project Management,0,9,False
2020-12-26,Slovakia (Slovak Republic),14,Lead,QA Manual,4,3,False
2019-07-13,Angola,21,Trainee,Social Media Community Management,0,2,False
2019-03-20,Vanuatu,25,Lead,Security,6,1,False
2018-08-07,Cook Islands,19,Trainee,Security Compliance,10,4,False
2020-11-10,Iceland,22,Mid-Level,Security Compliance,2,5,False
2018-08-12,Kenya,8,Mid-Level,Security,1,9,False
2021-03-27,Angola,19,Lead,Mulesoft,2,8,False
2022-01-30,Kyrgyz Republic,13,Intern,Development - CMS Backend,0,5,False
2021-10-13,Iceland,3,Mid-Level,QA Automation,1,9,False
2018-09-12,Germany,1,Lead,Design,6,2,False
2021-12-07,Puerto Rico,9,Junior,Data Engineer,5,8,False
2021-02-12,Afghanistan,30,Intern,Game Development,9,3,False
2019-10-02,Malawi,4,Architect,Adobe Experience Manager,2,3,False
2020-07-03,Guyana,19,Mid-Level,DevOps,10,2,False
2018-12-14,Malta,9,Trainee,Sales,2,2,False
2021-01-31,Estonia,5,Architect,System Administration,4,2,False
2022-02-07,Croatia,12,Senior,Development - Backend,8,7,False
2022-06-24,Heard Island and McDonald Islands,27,Senior,Development - FullStack,8,1,False
2020-08-25,Ethiopia,16,Architect,Game Development,6,3,False
2020-08-24,New Zealand,13,Senior,QA Automation,8,0,False
2021-07-15,Kazakhstan,11,Junior,Sales,3,1,False
2021-02-18,Saint Lucia,14,Senior,Mulesoft,4,3,False
2019-07-11,Indonesia,12,Trainee,Development - CMS Backend,0,1,False
2018-09-21,Ghana,27,Trainee,Business Intelligence,8,10,True
2020-12-14,Croatia,1,Junior,Design,8,1,False
2018-06-10,Greenland,19,Lead,Adobe Experience Manager,4,9,False
2020-06-27,Myanmar,4,Mid-Level,Game Development,8,10,True
2021-09-22,South Africa,9,Junior,QA Automation,4,9,False
2022-03-05,Bhutan,20,Junior,Game Development,2,9,False
2020-02-16,Philippines,8,Senior,Security,7,3,False
2020-06-10,Gambia,6,Mid-Level,Business Analytics / Project Management,3,5,False
2018-10-19,Tonga,4,Senior,Development - CMS Frontend,9,9,True
2019-09-08,Greenland,24,Lead,Development - Backend,10,1,False
2021-01-06,San Marino,17,Intern,Data Engineer,0,5,False
2022-03-10,Tuvalu,22,Senior,Game Development,7,4,False
2020-02-28,Qatar,4,Mid-Level,DevOps,3,9,False
2018-06-11,Pitcairn Islands,27,Intern,Development - CMS Frontend,4,6,False
2020-12-19,Bouvet Island (Bouvetoya),8,Junior,System Administration,7,3,False
2022-06-26,Panama,8,Lead,Adobe Experience Manager,10,1,False
2018-02-28,Greenland,12,Trainee,Game Development,4,7,False
2018-06-10,Luxembourg,22,Architect,QA Manual,7,3,False
2021-11-13,Gambia,14,Trainee,Development - Frontend,3,8,False
2020-10-02,Vanuatu,18,Trainee,DevOps,3,0,False
2021-11-10,Paraguay,8,Junior,Technical Writing,5,4,False
2020-09-29,Ireland,27,Trainee,QA Automation,9,10,True
2018-03-19,Nigeria,1,Senior,Salesforce,5,5,False
2020-05-04,Italy,5,Trainee,Game Development,4,1,False
2019-07-07,Angola,20,Architect,Technical Writing,1,7,False
2022-01-22,Haiti,6,Lead,Development - CMS Backend,10,3,False
2019-01-12,Ethiopia,7,Mid-Level,Game Development,9,3,False
2019-08-27,Trinidad and Tobago,23,Junior,System Administration,9,5,False
2021-06-17,Martinique,17,Intern,Technical Writing,3,3,False
2021-11-12,Tunisia,16,Senior,Business Analytics / Project Management,8,5,False
2019-09-20,Guernsey,23,Senior,Development - FullStack,5,4,False
2020-10-16,Sierra Leone,17,Mid-Level,Adobe Experience Manager,3,1,False
2021-11-05,Tunisia,8,Mid-Level,Business Analytics / Project Management,6,5,False
2019-01-27,Norway,3,Trainee,Technical Writing,1,6,False
2020-10-11,Zambia,3,Mid-Level,Development - Backend,9,7,False
2020-12-17,Burundi,9,Trainee,Social Media Community Management,0,9,False
2021-09-23,Bolivia,26,Architect,Game Development,5,8,False
2020-12-13,Senegal,2,Senior,QA Manual,0,8,False
2021-04-01,Gambia,12,Senior,Development - CMS Frontend,7,5,False
2021-03-03,France,5,Intern,DevOps,2,7,False
2019-10-02,Chad,22,Architect,Development - Frontend,4,9,False
2021-12-31,Trinidad and Tobago,14,Lead,System Administration,2,5,False
2019-10-22,Malaysia,14,Senior,Social Media Community Management,3,4,False
2019-10-08,Vietnam,9,Lead,Salesforce,3,3,False
2020-05-21,Montenegro,8,Architect,Sales,1,10,False
2021-08-27,Cote d'Ivoire,25,Mid-Level,Adobe Experience Manager,4,10,False
2020-04-19,Chad,25,Mid-Level,Social Media Community Management,5,0,False
2021-10-02,Saint Vincent and the Grenadines,19,Intern,Security,2,1,False
2020-08-22,Tuvalu,10,Architect,QA Automation,5,2,False
2019-05-07,Western Sahara,19,Trainee,Game Development,3,4,False
2018-07-04,Iceland,19,Intern,Client Success,2,4,False
2020-04-07,Cambodia,6,Junior,Sales,3,8,False
2020-11-14,Paraguay,23,Mid-Level,Security Compliance,6,4,False
2019-04-08,Guernsey,30,Senior,Game Development,5,2,False
2021-09-13,Eritrea,24,Lead,Sales,1,4,False
2019-08-26,Christmas Island,17,Junior,Database Administration,6,7,False
2018-11-30,Slovenia,7,Trainee,QA Manual,5,0,False
2019-07-18,Malta,25,Junior,DevOps,5,0,False
2020-12-30,Rwanda,17,Intern,Adobe Experience Manager,4,6,False
2020-10-26,Romania,8,Trainee,QA Manual,3,5,False
2021-01-28,Kyrgyz Republic,19,Mid-Level,Data Engineer,6,6,False
2020-02-28,Singapore,13,Trainee,Game Development,8,0,False
2018-05-13,Belgium,2,Lead,Development - FullStack,0,6,False
2021-06-12,Cayman Islands,10,Lead,Data Engineer,7,8,False
2020-07-14,Hungary,11,Intern,DevOps,6,4,False
2018-06-09,Philippines,3,Architect,QA Automation,10,10,True
2020-02-28,Palau,1,Junior,Development - FullStack,0,3,False
2020-06-08,Bahrain,12,Mid-Level,Technical Writing,2,2,False
2022-01-09,Ireland,20,Mid-Level,Social Media Community Management,1,6,False
2020-08-18,Iceland,17,Junior,Technical Writing,3,2,False
2021-06-11,Faroe Islands,12,Architect,Adobe Experience Manager,6,9,False
2019-04-16,Guam,25,Trainee,Game Development,3,0,False
2019-10-16,Moldova,6,Senior,Social Media Community Management,9,7,False
2021-10-30,Brazil,12,Lead,Game Development,8,8,True
2019-12-05,Falkland Islands (Malvinas),15,Trainee,QA Automation,8,2,False
2018-07-28,Latvia,16,Junior,Development - Frontend,1,5,False
2018-06-14,Panama,0,Intern,System Administration,8,2,False
2020-01-13,Panama,28,Senior,QA Automation,6,3,False
2020-01-27,Mexico,13,Architect,Salesforce,8,1,False
2018-04-06,Virgin Islands U.S.,15,Junior,Game Development,6,3,False
2021-10-07,Reunion,25,Junior,Game Development,1,5,False
2020-04-11,Mali,1,Intern,Client Success,2,10,False
2022-02-23,Turkey,24,Mid-Level,QA Manual,10,4,False
2021-01-12,Azerbaijan,26,Architect,Development - Frontend,5,7,False
2022-02-24,Lesotho,5,Senior,Salesforce,7,6,False
2018-01-03,Bangladesh,20,Lead,Mulesoft,1,3,False
2020-04-26,Pitcairn Islands,22,Senior,Social Media Community Management,10,5,False
2022-01-03,Peru,15,Junior,Development - FullStack,6,6,False
2022-05-27,Tokelau,30,Trainee,Security,10,0,False
2020-07-01,Togo,21,Junior,Development - FullStack,2,5,False
2019-06-28,Chad,25,Junior,System Administration,3,8,False
2020-06-28,Qatar,3,Architect,Mulesoft,10,8,True
2021-07-31,Sierra Leone,30,Architect,Sales,5,8,False
2018-06-23,Madagascar,16,Architect,Game Development,2,10,False
2019-06-19,Iran,6,Junior,Social Media Community Management,2,6,False
2020-01-12,Saint Lucia,14,Trainee,Development - Frontend,0,9,False
2021-12-31,Sri Lanka,6,Mid-Level,Data Engineer,10,6,False
2019-03-31,Holy See (Vatican City State),8,Architect,Social Media Community Management,6,4,False
2021-10-09,Haiti,22,Mid-Level,Data Engineer,9,9,True
2020-11-18,Maldives,2,Junior,Security,8,1,False
2021-10-03,Saint Lucia,3,Mid-Level,Client Success,2,10,False
2022-01-03,Micronesia,1,Mid-Level,Adobe Experience Manager,6,7,False
2021-05-03,Papua New Guinea,25,Trainee,QA Automation,1,5,False
2020-11-12,Pitcairn Islands,0,Intern,Security Compliance,5,1,False
2019-06-08,Panama,9,Intern,DevOps,9,5,False
2019-09-04,Ireland,8,Trainee,Business Intelligence,9,9,True
2021-05-14,Slovenia,25,Lead,Database Administration,7,10,False
2019-10-15,Costa Rica,21,Architect,Technical Writing,5,8,False
2018-11-17,Tuvalu,7,Architect,Business Intelligence,10,5,False
2018-01-21,Estonia,12,Intern,Social Media Community Management,2,10,False
2020-05-04,Luxembourg,9,Lead,Development - CMS Backend,5,9,False
